300	0,00177141481932518
310	0,00268875464178587
320	0,00395608651940577
330	0,00565925442775167
340	0,00789169582995862
350	0,0107523743010105
360	0,0143433897452953
370	0,0187673985550771
380	0,0241249769504539
390	0,0305120516512456
400	0,0380175056205973
410	0,0467210456296098
420	0,0566913953250118
430	0,0679848544150776
440	0,0806442430936862
450	0,0946982319621706
460	0,110161042090314
470	0,12703248771041
480	0,145298325301379
490	0,164930867230075
500	0,185889815283821
510	0,208123268897173
520	0,231568864176162
530	0,256155002501944
540	0,281802131140846
550	0,308424042540684
560	0,335929163554183
570	0,364221810458813
580	0,393203390153137
590	0,422773532167581
600	0,452831140039866
610	0,483275354115666
620	0,514006420915586
630	0,544926466855005
640	0,575940176325135
650	0,606955375965458
660	0,637883528410694
670	0,668640139915953
680	0,699145087089959
690	0,729322868536685
700	0,759102787557962
710	0,788419072238657
720	0,817210939254549
730	0,845422607640281
740	0,873003268556914
750	0,899907016828402
760	0,926092749693472
770	0,951524037860626
780	0,976168973573175
790	1
